Country,lowername,City,Region,Population,Latitude,Longitude
us,eastlake,Eastlake,CA,,32.6597222,-116.9780556
us,eastlake greens,Eastlake Greens,CA,,32.6433333,-116.9616667
us,eastman place,Eastman Place,CA,,40.5113889,-121.7313889
us,easton,Easton,CA,,36.6502778,-119.7897222
us,eastport,Eastport,CA,,37.8397222,-122.1794444
us,ebbetts pass highlands,Ebbetts Pass Highlands,CA,,38.2086111,-120.3686111
us,eberly,Eberly,CA,,37.5725,-121.9922222
us,echo,Echo,CA,,35.3008333,-116.8041667
us,echo lake,Echo Lake,CA,,38.8338889,-120.0405556
us,echo ridge estates,Echo Ridge Estates,CA,,39.2472222,-121.05
us,echo ridge trails,Echo Ridge Trails,CA,,39.2472222,-121.0555556
us,eckley,Eckley,CA,,38.0538889,-122.2016667
us,eden,Eden,CA,,33.8780556,-117.0541667
us,eden gardens,Eden Gardens,CA,,32.9872222,-117.2572222
us,eden hot springs,Eden Hot Springs,CA,,33.8955556,-117.0544444
us,edendale,Edendale,CA,,38.485,-123.0016667
us,edenvale,Edenvale,CA,,37.265,-121.8169444
us,eder,Eder,CA,,39.2997222,-120.2913889
us,edgar,Edgar,CA,,32.7888889,-115.7325
us,edgemar,Edgemar,CA,,37.6538889,-122.4897222
us,edgemont,Edgemont,CA,,33.9202778,-117.2777778
us,edgewood,Edgewood,CA,,41.4583333,-122.4305556
us,edison,Edison,CA,,35.3475,-118.8708333
us,edmiston,Edmiston,CA,,36.7788889,-119.5394444
us,edmundson acres,Edmundson Acres,CA,,35.2288889,-118.8222222
us,edna,Edna,CA,,35.2038889,-120.6119444
us,edom,Edom,CA,,33.8069444,-116.3902778
us,edwards,Edwards,CA,,34.9261111,-117.9341667
us,edwin,Edwin,CA,,38.3786111,-120.9866667
us,egan,Egan,CA,,33.7322222,-117.0111111
us,eileen,Eileen,CA,,41.9630556,-123.1041667
us,el bonita,El Bonita,CA,,38.5122222,-122.9827778
us,el cajon,El Cajon,CA,94807,32.7947222,-116.9616667
us,el camino,El Camino,CA,,40.0411111,-122.1694444
us,el camino 76 trailer park,El Camino 76 Trailer Park,CA,,33.2291667,-117.3327778
us,el campo,El Campo,CA,,37.8975,-122.4641667
us,el casco,El Casco,CA,,33.9811111,-117.1175
us,el centro,El Centro,CA,38323,32.7919444,-115.5622222
us,el cerrito,El Cerrito,CA,23192,37.9158333,-122.3105556
us,el dorado,El Dorado,CA,,38.6827778,-120.8466667
us,el dorado hills,El Dorado Hills,CA,,38.6858333,-121.0811111
us,el encano heights,El Encano Heights,CA,,34.4369444,-119.8836111
us,el granada,El Granada,CA,,37.5027778,-122.4683333
us,el granada mobile home park,El Granada Mobile Home Park,CA,,37.5086111,-122.4983333
us,el macero,El Macero,CA,,38.5469444,-121.6930556
us,el merrie dell,El Merrie Dell,CA,,34.2952778,-118.3777778
us,el mirador,El Mirador,CA,,36.1777778,-119.0175
us,el mirage,El Mirage,CA,,34.6022222,-117.6302778
us,el modena,El Modena,CA,,33.7877778,-117.8086111
us,el monte,El Monte,CA,125372,34.0686111,-118.0266667
us,el moro beach mobile home park,El Moro Beach Mobile Home Park,CA,,33.5633333,-117.8208333
us,el nido,El Nido,CA,,37.135,-120.4911111
us,el pinal,El Pinal,CA,,37.9805556,-121.2811111
us,el portal,El Portal,CA,,37.6747222,-119.7830556
us,el rancho mobile home park,El Rancho Mobile Home Park,CA,,33.8875,-118.1908333
us,el rio,El Rio,CA,,34.2322222,-119.1716667
us,el rio villa,El Rio Villa,CA,,38.5347222,-121.9430556
us,el rita,El Rita,CA,,35.2175,-118.5555556
us,el roble,El Roble,CA,,39.0897222,-123.1797222
us,el segundo,El Segundo,CA,16710,33.9191667,-118.4155556
us,el sereno,El Sereno,CA,,34.0811111,-118.1769444
us,el sereno estates mobile home park,El Sereno Estates Mobile Home Park,CA,,34.4341667,-119.2941667
us,el sobrante,El Sobrante,CA,13790,37.9772222,-122.2941667
us,el sueno,El Sueno,CA,,34.4436111,-119.7702778
us,el toro,El Toro,CA,,33.6469444,-117.6827778
us,el toro mobile home estates,El Toro Mobile Home Estates,CA,,33.6202778,-117.6922222
us,el verano,El Verano,CA,,38.2977778,-122.4905556
us,elayon,Elayon,CA,,34.3644444,-118.5225
us,elba,Elba,CA,,36.2311111,-119.3122222
us,elders corner,Elders Corner,CA,,38.9566667,-121.1
us,elderwood,Elderwood,CA,,36.4716667,-119.1213889
us,eldridge,Eldridge,CA,,38.3488889,-122.5097222
us,eldton,Eldton,CA,,37.7261111,-122.4483333
us,electra,Electra,CA,,38.3322222,-120.6702778
us,elfin forest,Elfin Forest,CA,,33.0736111,-117.1633333
us,elftman,Elftman,CA,,33.8402778,-118.2222222
us,elk,Elk,CA,,39.1302778,-123.7166667
us,elk creek,Elk Creek,CA,,39.6052778,-122.5380556
us,elk grove,Elk Grove,CA,94497,38.4088889,-121.3705556
us,elk river,Elk River,CA,,40.7363889,-124.1730556
us,elkhorn,Elkhorn,CA,,36.8244444,-121.7394444
us,ellicott,Ellicott,CA,,36.9216667,-121.8358333
us,elliott corner,Elliott Corner,CA,,37.4627778,-119.7736111
us,ellis,Ellis,CA,,33.7719444,-117.2183333
us,ellis place,Ellis Place,CA,,36.5211111,-119.0180556
us,ellwood,Ellwood,CA,,34.4316667,-119.8869444
us,elm view,Elm View,CA,,36.5475,-119.7902778
us,elmco,Elmco,CA,,35.9925,-119.0419444
us,elmira,Elmira,CA,,38.3483333,-121.9088889
us,elmo,Elmo,CA,,35.6794444,-119.3294444
us,elmore desert ranch,Elmore Desert Ranch,CA,,33.1036111,-115.7997222
us,elora,Elora,CA,,35.1380556,-115.5280556
us,elsa,Elsa,CA,,36.2508333,-121.1377778
us,elsey,Elsey,CA,,39.6075,-121.5933333
us,elvas,Elvas,CA,,38.5833333,-121.4475
us,elverta,Elverta,CA,,38.7138889,-121.4616667
us,elvira,Elvira,CA,,32.8375,-117.2325
us,embarcadero,Embarcadero,CA,,38.24,-122.4486111
us,emerald bay,Emerald Bay,CA,,38.96,-120.0969444
us,emerald lake,Emerald Lake,CA,,37.4666667,-122.2619444
us,emerald lake hills,Emerald Lake Hills,CA,,37.4647222,-122.2669444
us,emeryville,Emeryville,CA,,37.8313889,-122.2841667
us,emigrant gap,Emigrant Gap,CA,,39.2969444,-120.6716667
us,emmaton,Emmaton,CA,,38.0802778,-121.7311111
us,empire,Empire,CA,,37.6383333,-120.9011111
us,encanto,Encanto,CA,,32.7119444,-117.0494444
us,enchanted hills,Enchanted Hills,CA,,38.3830556,-122.425
us,encinal,Encinal,CA,,39.2155556,-121.6605556
us,encinitas,Encinitas,CA,61585,33.0369444,-117.2911111
us,encino,Encino,CA,,34.1591667,-118.5002778
us,engineer springs,Engineer Springs,CA,,32.6280556,-116.7641667
us,englewood,Englewood,CA,,40.3966667,-123.9377778
us,english town,English Town,CA,,37.1794444,-121.8380556
us,eniwetok housing area,Eniwetok Housing Area,CA,,34.8716667,-116.9622222
us,ennis,Ennis,CA,,34.0094444,-117.4286111
us,ensley,Ensley,CA,,38.8075,-121.6716667
us,enson,Enson,CA,,36.5591667,-119.3741667
us,enterprise,Enterprise,CA,,38.5402778,-120.8461111
us,epworth,Epworth,CA,,34.315,-118.8911111
us,equestrian village,Equestrian Village,CA,,38.7233333,-121.0736111
us,erickson,Erickson,CA,,41.6502778,-122.1133333
us,escalle,Escalle,CA,,37.9433333,-122.5438889
us,escalon,Escalon,CA,,37.7975,-120.9955556
us,escondido,Escondido,CA,137119,33.1191667,-117.0855556
us,escondido junction,Escondido Junction,CA,,33.1816667,-117.3677778
us,escondido village,Escondido Village,CA,,37.4263889,-122.1541667
us,esparto,Esparto,CA,,38.6922222,-122.0161111
us,esperanza,Esperanza,CA,,33.8755556,-117.7558333
us,esquon,Esquon,CA,,39.6058333,-121.7658333
us,essex,Essex,CA,,34.7336111,-115.2441667
us,estelle,Estelle,CA,,33.1763889,-115.5077778
us,estrella,Estrella,CA,,35.7055556,-120.6091667
us,estrellita,Estrellita,CA,,40.8594444,-122.7897222
us,etheda springs,Etheda Springs,CA,,36.6941667,-119.0063889
us,etiwanda,Etiwanda,CA,,34.1261111,-117.5227778
us,etna,Etna,CA,,41.4569444,-122.8936111
us,ettawa springs,Ettawa Springs,CA,,38.8511111,-122.695
us,ettersburg,Ettersburg,CA,,40.1386111,-123.9961111
us,eucalyptus hills,Eucalyptus Hills,CA,,32.8797222,-116.9458333
us,eugene,Eugene,CA,,37.8930556,-120.8458333
us,eureka,Eureka,CA,25626,40.8022222,-124.1625
us,evans place,Evans Place,CA,,41.06,-120.2286111
us,evelyn,Evelyn,CA,,36.1466667,-116.3152778
us,everglade,Everglade,CA,,38.9825,-121.7663889
us,evergreen,Evergreen,CA,,37.3097222,-121.7825
us,evergreen estates,Evergreen Estates,CA,,39.2436111,-121.0441667
us,exeter,Exeter,CA,10078,36.2961111,-119.1411111
us,facht place,Facht Place,CA,,40.2425,-121.9622222
us,fagan,Fagan,CA,,39.3361111,-121.6825
us,fair oaks,Fair Oaks,CA,28989,38.6447222,-121.2711111
us,fair oaks ranch,Fair Oaks Ranch,CA,,34.4265,-118.4223
us,fair play,Fair Play,CA,,38.5936111,-120.6594444
us,fairbanks,Fairbanks,CA,,38.8658333,-120.6691667
us,fairfax,Fairfax,CA,,37.9872222,-122.5877778
us,fairfield,Fairfield,CA,105741,38.2494444,-122.0388889
us,fairhaven,Fairhaven,CA,,40.7852778,-124.2016667
us,fairmead,Fairmead,CA,,37.0763889,-120.1919444
us,fairmont,Fairmont,CA,,34.7347222,-118.4238889
us,fairoaks,Fairoaks,CA,,35.1186111,-120.6013889
us,fairport,Fairport,CA,,41.9852778,-120.3208333
us,fairview,Fairview,CA,9822,37.6786111,-122.0447222
us,fairville,Fairville,CA,,38.1780556,-122.4444444
us,fairway acres,Fairway Acres,CA,,37.9675,-120.4027778
us,fairway park,Fairway Park,CA,,37.6208333,-122.4872222
us,fales hot springs,Fales Hot Springs,CA,,38.3511111,-119.3991667
us,fall river mills,Fall River Mills,CA,,41.0047222,-121.4372222
us,fallbrook,Fallbrook,CA,33617,33.3763889,-117.2502778
us,fallbrook junction,Fallbrook Junction,CA,,33.2233333,-117.3933333
us,fallen leaf,Fallen Leaf,CA,,38.8830556,-120.0716667
us,falling springs,Falling Springs,CA,,34.3016667,-117.8383333
us,fallon,Fallon,CA,,38.2747222,-122.9047222
us,false klamath,False Klamath,CA,,41.5919444,-124.0941667
us,famoso,Famoso,CA,,35.5980556,-119.2072222
us,fane,Fane,CA,,36.37,-119.1336111
us,faria,Faria,CA,,34.3180556,-119.3866667
us,farley,Farley,CA,,39.6147222,-123.3661111
us,farmersville,Farmersville,CA,9743,36.2977778,-119.2058333
us,farmington,Farmington,CA,,37.93,-120.9991667
us,farr,Farr,CA,,33.1302778,-117.3286111
us,farwell,Farwell,CA,,37.5983333,-121.9441667
us,favinger place,Favinger Place,CA,,40.0447222,-121.9763889
us,fawnskin,Fawnskin,CA,,34.2680556,-116.9416667
us,fayette,Fayette,CA,,36.2019444,-119.0638889
us,feather falls,Feather Falls,CA,,39.5933333,-121.2552778
us,feather river inn,Feather River Inn,CA,,39.7905556,-120.6286111
us,feather river park,Feather River Park,CA,,39.7783333,-120.6286111
us,felix,Felix,CA,,38.0283333,-120.7147222
us,fellows,Fellows,CA,,35.1786111,-119.5402778
us,felton,Felton,CA,,37.0513889,-122.0722222
us,femmons,Femmons,CA,,37.9383333,-120.0213889
us,fenner,Fenner,CA,,34.8158333,-115.1783333
us,fergus,Fergus,CA,,37.3194444,-120.5372222
us,fern,Fern,CA,,40.6883333,-121.9305556
us,fern ann falls,Fern Ann Falls,CA,,34.2847222,-118.6155556
us,fern valley,Fern Valley,CA,,33.7586111,-116.6972222
us,fernbridge,Fernbridge,CA,,40.6163889,-124.2
us,fernbrook,Fernbrook,CA,,32.9680556,-116.9108333
us,ferndale,Ferndale,CA,,40.5763889,-124.2627778
us,fernwood,Fernwood,CA,,40.8691667,-123.8494444
us,ferrum,Ferrum,CA,,33.4586111,-115.86
us,fetters hot springs,Fetters Hot Springs,CA,,38.32,-122.485
us,fickle hill,Fickle Hill,CA,,40.8638889,-124.0416667
us,fiddlers green,Fiddlers Green,CA,,39.7288889,-122.7141667
us,fiddletown,Fiddletown,CA,,38.5038889,-120.7544444
us,fieldbrook,Fieldbrook,CA,,40.9658333,-124.0344444
us,fields landing,Fields Landing,CA,,40.7247222,-124.2138889
us,fiesta shores,Fiesta Shores,CA,,32.7822222,-117.2197222
us,fig orchard,Fig Orchard,CA,,35.3086111,-118.5816667
us,figarden,Figarden,CA,,36.8227778,-119.8613889
us,fillmore,Fillmore,CA,15386,34.3991667,-118.9172222
us,fine gold,Fine Gold,CA,,37.1908333,-119.6177778
us,finley,Finley,CA,,39.0044444,-122.8744444
us,finley place,Finley Place,CA,,40.2933333,-121.7919444
us,firebaugh,Firebaugh,CA,,36.8588889,-120.455
us,firebrick,Firebrick,CA,,38.3344444,-120.9241667
us,firestone park,Firestone Park,CA,,33.9630556,-118.2316667
us,fish camp,Fish Camp,CA,,37.4786111,-119.6394444
us,fish rock,Fish Rock,CA,,38.805,-123.5841667
us,fish springs,Fish Springs,CA,,37.075,-118.2527778
us,fishel,Fishel,CA,,34.3125,-115.2413889
us,fisher,Fisher,CA,,40.9416667,-124.1172222
us,fisher place,Fisher Place,CA,,38.2352778,-120.4497222
us,five brooks,Five Brooks,CA,,38.0011111,-122.7566667
us,five corners,Five Corners,CA,,37.8269444,-121.1430556
us,five mile terrace,Five Mile Terrace,CA,,38.7383333,-120.7119444
us,five points,Five Points,CA,,36.4294444,-120.1019444
us,fizzben heights,Fizzben Heights,CA,,34.4213889,-117.0894444
us,flamingo heights,Flamingo Heights,CA,,34.2405556,-116.4380556
us,fleener place,Fleener Place,CA,,41.8477778,-121.5894444
us,fleetridge,Fleetridge,CA,,32.7277778,-117.2472222
us,fleta,Fleta,CA,,35.0033333,-118.1572222
us,fletcher place,Fletcher Place,CA,,41.7375,-120.5136111
us,flinn springs,Flinn Springs,CA,,32.855,-116.8516667
us,flonellis,Flonellis,CA,,38.5694444,-120.9636111
us,florence,Florence,CA,,33.9744444,-118.2472222
us,florin,Florin,CA,29808,38.4961111,-121.4077778
us,floriston,Floriston,CA,,39.3947222,-120.0202778
us,flosden acres,Flosden Acres,CA,,38.1363889,-122.2511111
us,flourney,Flourney,CA,,41.235,-120.2972222
us,flournoy,Flournoy,CA,,39.9205556,-122.435
us,floyd,Floyd,CA,,36.735,-119.9919444
us,fluhr,Fluhr,CA,,37.3627778,-120.5766667
us,flumeville,Flumeville,CA,,38.9294444,-123.7086111
us,fly-in acres,Fly-In Acres,CA,,38.2319444,-120.3361111
us,flynn,Flynn,CA,,34.9786111,-115.7313889
us,folsom,Folsom,CA,67953,38.6780556,-121.175
us,folsom junction,Folsom Junction,CA,,38.6683333,-121.1811111
us,fondo,Fondo,CA,,33.1113889,-115.6236111
us,fontana,Fontana,CA,169160,34.0922222,-117.4341667
us,fontenay villa,Fontenay Villa,CA,,37.0811111,-121.9730556
us,foothill farms,Foothill Farms,CA,17828,38.6763889,-121.3352778
us,foothill ranch,Foothill Ranch,CA,,33.6863889,-117.66
us,foothills of san marcos mobile home park,Foothills of San Marcos Mobile Home Park,CA,,33.1527778,-117.1377778
us,foppiano,Foppiano,CA,,38.0219444,-121.2402778
us,forbestown,Forbestown,CA,,39.5172222,-121.2661111
us,ford city,Ford City,CA,,35.1544444,-119.4552778
us,forebay,Forebay,CA,,39.2366667,-120.7355556
us,forest,Forest,CA,,39.4913889,-120.8519444
us,forest falls,Forest Falls,CA,,34.0883333,-116.9194444
us,forest glen,Forest Glen,CA,,40.3733333,-123.3241667
us,forest hills,Forest Hills,CA,,38.5080556,-122.9233333
us,forest knolls,Forest Knolls,CA,,38.0152778,-122.6875
us,forest lake,Forest Lake,CA,,38.8180556,-122.7166667
us,forest meadows,Forest Meadows,CA,,38.1680556,-120.4044444
us,forest park,Forest Park,CA,,34.4472222,-118.4277778
us,forest ranch,Forest Ranch,CA,,39.8822222,-121.6716667
us,forest springs,Forest Springs,CA,,37.1388889,-122.1477778
us,foresta,Foresta,CA,,37.6983333,-119.7541667
us,foresthill,Foresthill,CA,,39.0202778,-120.8169444
us,forestville,Forestville,CA,,38.4736111,-122.8891667
us,fornis,Fornis,CA,,38.8925,-120.8602778
us,fort bidwell,Fort Bidwell,CA,,41.8605556,-120.1502778
us,fort bragg,Fort Bragg,CA,,39.4458333,-123.8041667
us,fort dick,Fort Dick,CA,,41.8680556,-124.1477778
us,fort goff,Fort Goff,CA,,41.8622222,-123.2555556
us,fort irwin,Fort Irwin,CA,,35.2627778,-116.6838889
us,fort jones,Fort Jones,CA,,41.6077778,-122.8391667
us,fort mcdowell,Fort McDowell,CA,,37.8627778,-122.4216667
us,fort romie,Fort Romie,CA,,36.4002778,-121.3452778
us,fort roosevelt,Fort Roosevelt,CA,,36.3175,-119.6569444
us,fort rosecrans,Fort Rosecrans,CA,,32.6841667,-117.2452778
us,fort ross,Fort Ross,CA,,38.5141667,-123.2425
us,fort seward,Fort Seward,CA,,40.2230556,-123.6422222
us,fort winfield scott,Fort Winfield Scott,CA,,37.8016667,-122.4725
us,fortuna,Fortuna,CA,11162,40.5983333,-124.1561111
us,foster,Foster,CA,,32.9083333,-116.9252778
us,foster city,Foster City,CA,28532,37.5586111,-122.27
us,foster park,Foster Park,CA,,34.3527778,-119.3041667
us,fountain place,Fountain Place,CA,,38.8511111,-119.9330556
us,fountain springs,Fountain Springs,CA,,35.8911111,-118.9147222
us,fountain valley,Fountain Valley,CA,56133,33.7091667,-117.9527778
us,four acres,Four Acres,CA,,39.0086111,-120.7875
us,four corners,Four Corners,CA,,32.9777778,-116.7763889
us,four pines,Four Pines,CA,,39.61,-123.0116667
us,four points,Four Points,CA,,34.5425,-118.0291667
us,fourth crossing,Fourth Crossing,CA,,38.1313889,-120.6336111
us,fouts springs,Fouts Springs,CA,,39.3533333,-122.6638889
us,fowler,Fowler,CA,,36.6305556,-119.6775
us,fowler place,Fowler Place,CA,,40.2022222,-122.5594444
us,frances,Frances,CA,,33.7119444,-117.7636111
us,franciscan village,Franciscan Village,CA,,38.7069444,-121.0805556
us,franklin,Franklin,CA,,38.3791667,-121.4533333
us,frazier corners,Frazier Corners,CA,,40.6375,-122.2355556
us,frazier park,Frazier Park,CA,,34.8227778,-118.9438889
us,fraziers landing,Fraziers Landing,CA,,39.005,-121.8180556
us,freda,Freda,CA,,34.1022222,-114.9097222
us,fredalba,Fredalba,CA,,34.2016667,-117.1313889
us,fredericks,Fredericks,CA,,38.3736111,-122.7936111
us,fredericksburg,Fredericksburg,CA,,38.8288889,-119.7858333
us,freedom,Freedom,CA,,36.9352778,-121.7719444
us,freeport,Freeport,CA,,38.4619444,-121.5005556
us,freestone,Freestone,CA,,38.3725,-122.9144444
us,fremont,Fremont,CA,202615,37.5483333,-121.9875
us,french camp,French Camp,CA,,37.8841667,-121.27
us,french corral,French Corral,CA,,39.3061111,-121.1602778
us,french gulch,French Gulch,CA,,40.7008333,-122.6372222
us,french hill,French Hill,CA,,41.825,-123.9713889
us,frenchtown,Frenchtown,CA,,38.6413889,-120.9102778
us,fresh pond,Fresh Pond,CA,,38.7602778,-120.5288889
us,freshwater,Freshwater,CA,,40.7616667,-124.0605556
us,freshwater corners,Freshwater Corners,CA,,40.7855556,-124.0841667
us,fresno,Fresno,CA,465183,36.7477778,-119.7713889
us,fresno crossing,Fresno Crossing,CA,,37.2372222,-119.7741667
us,friant,Friant,CA,,36.9877778,-119.7108333
us,friend place,Friend Place,CA,,40.4858333,-123.3625
us,friendly hills,Friendly Hills,CA,,33.9536111,-118.0027778
us,friendly valley,Friendly Valley,CA,,34.3803,-118.5198
us,friendly village mobile home park,Friendly Village Mobile Home Park,CA,,34.2766667,-118.8019444
us,frink,Frink,CA,,33.3625,-115.6472222
us,frost,Frost,CA,,34.5108333,-117.2766667
us,fruitdale,Fruitdale,CA,,32.6016667,-117.0916667
us,fruitland,Fruitland,CA,,40.2958333,-123.8241667
us,fruitridge manor,Fruitridge Manor,CA,,38.525,-121.4411111
us,fruitvale,Fruitvale,CA,,35.3833333,-119.0822222
us,fruto,Fruto,CA,,39.59,-122.4488889
us,fuchs,Fuchs,CA,,38.3475,-120.455
us,fuller,Fuller,CA,,32.8602778,-115.4052778
us,fuller acres,Fuller Acres,CA,,35.3,-118.9108333
us,fullerton,Fullerton,CA,135353,33.8702778,-117.9244444
us,fulton,Fulton,CA,,38.4963889,-122.7688889
us,fulton wells,Fulton Wells,CA,,33.9427778,-118.0816667
us,furnace creek,Furnace Creek,CA,,36.4580556,-116.87
us,gabilan acres,Gabilan Acres,CA,,36.7552778,-121.6183333
us,gage,Gage,CA,,33.9752778,-118.1258333
us,gale,Gale,CA,,34.8561111,-116.8413889
us,galivan,Galivan,CA,,33.5694444,-117.6730556
us,gallaway,Gallaway,CA,,38.8691667,-123.6522222
us,gallinas,Gallinas,CA,,38.0202778,-122.5241667
us,galt,Galt,CA,23997,38.2547222,-121.2988889
us,ganns,Ganns,CA,,38.4044444,-120.1580556
us,garberville,Garberville,CA,,40.1002778,-123.7938889
us,garden acres,Garden Acres,CA,10523,37.9638889,-121.2283333
us,garden farms,Garden Farms,CA,,35.4180556,-120.6052778
us,garden grove,Garden Grove,CA,167232,33.7738889,-117.9405556
us,garden valley,Garden Valley,CA,,38.8541667,-120.8583333
us,gardena,Gardena,CA,60915,33.8883333,-118.3080556
us,gardenland,Gardenland,CA,,38.6111111,-121.4738889
us,garey,Garey,CA,,34.8886111,-120.3138889
us,garlock,Garlock,CA,,35.4025,-117.7891667
us,garnet,Garnet,CA,,33.9019444,-116.5447222
us,garnsey,Garnsey,CA,,34.1686111,-118.4011111
us,garvanza,Garvanza,CA,,34.1163889,-118.1794444
us,gas point,Gas Point,CA,,40.4155556,-122.5333333
us,gasquet,Gasquet,CA,,41.8455556,-123.9683333
us,gaston,Gaston,CA,,39.3941667,-120.7405556
us,gate place,Gate Place,CA,,39.9291667,-120.5766667
us,gateley,Gateley,CA,,38.0072222,-122.3088889
us,gateway,Gateway,CA,,39.3261111,-120.2025
us,gato,Gato,CA,,34.4575,-120.3766667
us,gavilan hills,Gavilan Hills,CA,,33.7844444,-117.3683333
us,gaviota,Gaviota,CA,,34.4716667,-120.2138889
us,gazelle,Gazelle,CA,,41.5208333,-122.5191667
us,gelatt,Gelatt,CA,,39.3211111,-120.2902778
us,gemco,Gemco,CA,,34.2091667,-118.4366667
us,genes mobile home park,Genes Mobile Home Park,CA,,37.3647222,-118.4238889
us,genesee,Genesee,CA,,40.0430556,-120.7527778
us,genevra,Genevra,CA,,39.07,-122.0905556
us,georgetown,Georgetown,CA,,38.9069444,-120.8375
us,gepford,Gepford,CA,,36.3983333,-119.8083333
us,gerber,Gerber,CA,,40.0563889,-122.1491667
us,geyserville,Geyserville,CA,,38.7077778,-122.9013889
us,giant,Giant,CA,,37.9905556,-122.3561111
us,gibbs ranch,Gibbs Ranch,CA,,37.9883333,-120.4044444
us,gibson,Gibson,CA,,41.0119444,-122.4077778
us,gibsonville,Gibsonville,CA,,39.7402778,-120.9077778
us,giffen cantua ranch,Giffen Cantua Ranch,CA,,36.4747222,-120.3913889
us,gilberts,Gilberts,CA,,38.6369444,-120.4916667
us,gillete,Gillete,CA,,36.1738889,-119.0352778
us,gilliam place,Gilliam Place,CA,,40.1372222,-122.5869444
us,gillis,Gillis,CA,,37.9341667,-121.3819444
us,gilman hot springs,Gilman Hot Springs,CA,,33.8358333,-116.9880556
us,gilroy,Gilroy,CA,45309,37.0058333,-121.5672222
us,girvan,Girvan,CA,,40.5127778,-122.3788889
us,glamis,Glamis,CA,,32.9975,-115.0711111
us,glasgow,Glasgow,CA,,34.9836111,-115.8688889
us,glen arbor,Glen Arbor,CA,,37.0744444,-122.0811111
us,glen avon,Glen Avon,CA,16249,34.0116667,-117.4838889
us,glen ellen,Glen Ellen,CA,,38.3641667,-122.5230556
us,glen frazer,Glen Frazer,CA,,37.9983333,-122.1616667
us,glen martin,Glen Martin,CA,,34.1458333,-116.9847222
us,glen oaks,Glen Oaks,CA,,32.8383333,-116.8030556
us,glen valley,Glen Valley,CA,,33.8619444,-117.3252778
us,glenblair,Glenblair,CA,,39.4577778,-123.7241667
us,glenbrook,Glenbrook,CA,,38.8516667,-122.7575
us,glenburn,Glenburn,CA,,40.0616667,-121.5141667
us,glencoe,Glencoe,CA,,38.3541667,-120.5838889
us,glencove,Glencove,CA,,38.0686111,-122.2058333
us,glendale,Glendale,CA,203201,34.1425,-118.2541667
us,glendale junction,Glendale Junction,CA,,34.0752778,-118.2241667
us,glendora,Glendora,CA,51541,34.1361111,-117.8644444
us,glenhaven,Glenhaven,CA,,39.0263889,-122.7319444
us,glenn,Glenn,CA,,39.5219444,-122.0127778
us,glennville,Glennville,CA,,35.7288889,-118.7027778
us,glenoak hills,Glenoak Hills,CA,,33.5375,-116.9797222
us,glenoaks country,Glenoaks Country,CA,,33.5311111,-117.0055556
us,glenridge park,Glenridge Park,CA,,39.0444444,-120.1233333
us,glenview,Glenview,CA,,38.9,-122.7580556
us,glenwood,Glenwood,CA,,37.1083333,-121.9855556
us,glenwood mobile estates,Glenwood Mobile Estates,CA,,37.3805556,-118.4177778
us,globe,Globe,CA,,36.1011111,-118.8272222
us,globe mill,Globe Mill,CA,,40.8844444,-123.0227778
us,glorietta,Glorietta,CA,,37.8622222,-122.1669444
us,gloster,Gloster,CA,,34.9561111,-118.1477778
us,goat rock,Goat Rock,CA,,38.5816667,-123.1202778
us,goffs,Goffs,CA,,34.9191667,-115.0619444
us,goggins,Goggins,CA,,39.0408333,-120.5069444
us,gold flat,Gold Flat,CA,,39.2461111,-121.0233333
us,gold hill,Gold Hill,CA,,38.7611111,-120.8836111
us,gold ridge,Gold Ridge,CA,,38.7533333,-120.5672222
us,gold river,Gold River,CA,,38.6263889,-121.2455556
us,gold run,Gold Run,CA,,39.1808333,-120.8547222
us,gold trail park,Gold Trail Park,CA,,38.7527778,-120.8488889
us,golden chain mobile home park,Golden Chain Mobile Home Park,CA,,38.9380556,-121.0916667
us,golden hills,Golden Hills,CA,,35.1425,-118.4894444
us,golden mesa,Golden Mesa,CA,,34.5358333,-117.3341667
us,golden oaks mobile estates,Golden Oaks Mobile Estates,CA,,34.4352778,-119.2777778
us,golden oaks mobile home park,Golden Oaks Mobile Home Park,CA,,34.4330556,-119.2947222
us,golden torch trailer park,Golden Torch Trailer Park,CA,,38.2969444,-120.2861111
us,golden valley acres,Golden Valley Acres,CA,,34.4227778,-117.4422222
us,goldleaf,Goldleaf,CA,,36.7222222,-119.7169444
us,goldmont forest,Goldmont Forest,CA,,38.0233333,-120.2513889
us,goldstone,Goldstone,CA,,35.2972222,-116.9130556
us,goldtree,Goldtree,CA,,35.3219444,-120.6813889
us,goler heights,Goler Heights,CA,,35.4269444,-117.745
us,goleta,Goleta,CA,28351,34.4358333,-119.8266667
us,gomez,Gomez,CA,,41.0361111,-121.5152778
us,gonzales,Gonzales,CA,9054,36.5066667,-121.4433333
us,good hope,Good Hope,CA,,33.7647222,-117.2661111
us,good meadow,Good Meadow,CA,,33.7661111,-117.2833333
us,goodale,Goodale,CA,,36.3780556,-119.0433333
us,goodmans corner,Goodmans Corner,CA,,38.205,-120.9861111
us,goodmill,Goodmill,CA,,36.7808333,-119.0225
us,goodyears bar,Goodyears Bar,CA,,39.54,-120.8833333
us,gorda,Gorda,CA,,35.9325,-121.4677778
us,gordola,Gordola,CA,,36.9752778,-122.1333333
us,gordon,Gordon,CA,,36.8961111,-119.7288889
us,gorman,Gorman,CA,,34.7961111,-118.8516667
